gene,logFC(Z6/E14Tg2a),logFC(OKO160/E14Tg2a),logFC(Z6/OctGip),logFC(OKO160/OctGip)
4933407H18Rik,-0.0185,0.0126,0.0233,0.0544
Chrna7,0.0091,-0.023,0.0214,-0.0107
Als2,0.1328,0.1556,0.0151,0.0379
Adora1,-0.1393,-0.1296,-0.064,-0.0543
Olfr444,0.0373,0.0396,-0.0316,-0.0293
Rab30,-0.0313,-0.0305,0.0455,0.0463
Ankrd27,-0.069,-0.1631,-0.0367,-0.1308
Gpr143,0.0183,-0.0246,-0.013,-0.0558
Sec11a,0.0633,-0.0482,-0.1291,-0.2405
Mei1,-0.006,-0.0403,0.0291,-0.0052
AC164438.4,0.0432,0.0472,0.0642,0.0681
4632427E13Rik,-0.0106,-0.0643,-0.0404,-0.0941
Olfr780,-0.0167,-0.0192,0.0439,0.0413
Ddx39,-0.0791,-0.1561,-0.1124,-0.1894
Kif20b,-0.1533,-0.1675,-0.1115,-0.1257
Fcnb,-0.0482,-0.0598,-0.0165,-0.028
Cmtm2b,-0.0138,0.0605,0.0176,0.0919
Nudt6,-0.0333,-0.036,-0.0039,-0.0065
Tmigd1,-0.0635,-0.0048,-0.0161,0.0425
AC121952.2,0.0182,-0.0074,0.0505,0.025
Calcb,0.1364,0.4582,0.0865,0.4083
Pwp1,-0.2734,-0.1969,-0.5253,-0.4488
Ostf1,0.0185,-0.2496,0.1592,-0.1089
Zfp618,0.0319,0.0349,0.0194,0.0224
Kifc1,0.0667,0.2298,0.0647,0.2278
Trub2,-0.0698,-0.0844,-0.039,-0.0536
Mrgprb3,-0.0403,0.014,-0.04,0.0143
Prdx5,-0.2189,-0.3487,0.0617,-0.0681
Ppib,0.0406,0.0134,0.0884,0.0612
Trim9,0.0356,-0.055,0.0219,-0.0687
AC134246.2,0.0722,0.0712,0.0793,0.0783
Nf1,-0.0012,-0.0168,0.0186,0.0029
Jag1,-0.1559,-0.1678,-0.1772,-0.1891
Wdr64,-0.0618,0.0379,-0.1019,-0.0023
Selplg,0.0264,-0.0292,0.0085,-0.0472
Cbx5,-0.1167,0.0308,-0.1094,0.0382
Sepsecs,-0.0173,-0.087,-0.0182,-0.0879
Hhat,-0.0454,-0.044,7.90E-04,0.0022
Yif1b,0.3386,0.1108,0.3382,0.1104
Gm5129,0.0119,-0.0129,0.0096,-0.0152
Mdm2,-0.0578,-0.0441,-0.0255,-0.0118
Stau1,0.0517,0.094,0.0413,0.0836
Vax1,0.0472,0.1136,0.08,0.1463
Fzd3,-0.0598,-0.0299,-0.1544,-0.1245
Pqlc3,0.0328,0.2276,0.0418,0.2366
Sorcs1,-0.0133,0.0608,-0.064,0.0101
Olfr916,0.0233,-0.0156,0.0303,-0.0086
Pim2,-0.4066,-0.4087,-0.3384,-0.3405
Gyltl1b,-0.0931,-0.0622,-0.0986,-0.0677
Golt1b,0.0111,-0.2065,0.1484,-0.0692
Gnat1,-0.0164,-0.1057,-0.1128,-0.2021
AC107765.1,-0.018,-0.0309,0.019,0.0061
AC158600.2,0.0963,0.0318,0.2796,0.215
Exosc9,-0.0367,-0.0076,0.0125,0.0416
Kcnab2,0.1165,0.0392,0.0517,-0.0256
Stfa2,-0.0048,-0.0345,-0.0076,-0.0373
Olfr121,-0.0493,-0.0316,-0.0851,-0.0674
Polg2,-0.0198,-0.074,-0.1532,-0.2073
Fam5c,-0.0217,0.0256,-0.028,0.0193
RP23-5D6.5,0.0133,0.0246,-0.0225,-0.0112
Cacng2,-0.0162,-1.48E-04,-0.0257,-0.0097
Il17rb,-0.0163,-0.0424,-0.0244,-0.0506
Olfr1370,0.0018,0.0753,-0.0211,0.0523
Spint1,0.113,0.3041,0.1153,0.3063
V1rc26,0.009,-0.0109,0.1005,0.0807
Pmp2,0.0318,0.0575,6.57E-04,0.0263
Ankrd26,0.0714,0.059,0.0383,0.0259
Olfr314,0.0106,-0.0228,0.0388,0.0054
Ccdc60,-0.0182,-0.015,0.0066,0.0097
AL591126.1,0.0059,-0.0042,0.0204,0.0103
F10,0.0015,-0.0269,0.0261,-0.0022
Micall1,-0.2786,-0.414,-0.2267,-0.3621
Polr2k,-0.1568,-0.1527,0.1156,0.1197
Pclo,-0.0369,-0.0764,0.0105,-0.0291
Syt5,-0.0218,-0.0957,-0.0518,-0.1257
Phb2,0.2547,0.243,0.2293,0.2177
Abca2,1.79E-04,-0.0326,0.0295,-0.0033
Tagln,-0.1235,-0.1389,-0.1951,-0.2105
AC013548.2,0.0215,0.0056,0.0413,0.0254
Arhgef11,0.1735,0.1378,0.1179,0.0823
Klf9,-0.0376,-0.2571,0.0287,-0.1908
Prl8a6,0.0148,0.0548,-0.014,0.026
Cnbp,0.0271,0.0449,0.0325,0.0504
Pbld,0.0161,0.0262,1.17E-04,0.0102
AC013548.3,0.0294,0.0062,0.0143,-0.0089
Csrnp3,-0.0682,-0.0755,-0.0939,-0.1011
Fbxl21,-0.0329,-0.0563,0.0261,0.0027
Iffo1,-0.0239,-0.0416,0.0577,0.04
AC163434.1,-0.0138,-0.001,0.0329,0.0456
Ceacam2,-0.0826,0.9149,0.0669,1.0644
Pggt1b,-0.0747,-0.0231,-0.0057,0.0459
Eif3j,-0.0184,-0.0061,-0.0566,-0.0443
Rpl23,-0.3231,-0.3614,0.0527,0.0144
Gch1,0.6092,-0.0415,0.2722,-0.3785
Plekhb1,0.3866,0.1176,0.3037,0.0347
AC154650.2,-0.0349,-0.0486,-0.0395,-0.0532
Arhgap9,0.0455,0.0593,0.0324,0.0462
Igfbp1,0.0089,0.0284,0.0207,0.0402
Olfr640,0.0265,-0.0307,0.08,0.0228
Ap3m2,0.1536,0.1763,0.1261,0.1487
Cux1,0.0027,-0.0568,0.0123,-0.0471
Ankrd13d,0.0029,0.0798,2.64E-05,0.0769
1700018A14Rik,-0.025,-0.0533,0.0138,-0.0145
Ube2d3,-0.0071,-0.004,0.0247,0.0278
Hspe1,-0.2883,-0.2424,0.1436,0.1895
Maml2,-0.0163,-0.0508,-0.0467,-0.0812
Fat3,-5.07E-04,0.0376,-0.0159,0.0222
Tmprss5,-0.1291,0.1741,0.2074,0.5106
Tmub2,-0.0277,0.0274,-0.0701,-0.015
Tcfeb,-0.0346,-0.0225,-0.0037,0.0084
Lrrfip2,-0.0445,-0.1029,-0.0032,-0.0617
Cse1l,-0.0808,-0.0512,-0.0453,-0.0158
Agpat2,0.557,0.6641,0.5745,0.6816
V1rg3,-0.0359,0.0216,-0.0338,0.0237
Emp3,0.0232,0.0317,-0.1702,-0.1617
Usp15,-0.09,-0.1187,-0.0788,-0.1075
Dnmbp,-0.0241,-0.0643,0.052,0.0117
Amelx,0.021,-0.0216,0.0085,-0.034
Rgs6,-0.0392,-0.0563,-0.001,-0.0181
Fbxo43,-0.0453,0.0104,-0.0273,0.0285
Usp36,-0.3665,-0.3526,-0.365,-0.3511
Cox19,0.4697,0.3018,0.348,0.18
Tas2r130,0.0047,0.0234,-0.0113,0.0073
Ets2,0.6548,0.7685,0.2325,0.3462
Dusp13,-0.0524,0.0335,-0.0183,0.0675
Scn10a,-0.0155,0.1108,-0.071,0.0552
Dll1,-0.0457,-0.0869,-0.0016,-0.0429
Chml,0.0452,-0.0379,0.0513,-0.0317
Phf20l1,0.0228,-0.0734,0.0111,-0.085
Klkb1,-3.20E-04,0.0188,0.0082,0.0273
Gm6994,-0.0105,0.0179,0.0617,0.09
U2af2,-0.3714,-0.1826,-0.3355,-0.1467
Ppm1d,-0.1101,-0.1994,-3.23E-04,-0.0896
Gm1123,-0.0268,-0.0464,0.0329,0.0134
Ppfia2,-0.0187,-0.0039,0.0391,0.0539
Itga2,-0.0548,4.07E-04,-0.0345,0.0207
Igfbp2,0.33,-0.261,0.5545,-0.0365
Olfr543,0.0211,0.0414,-0.0482,-0.0279
Car5a,0.1245,0.0377,0.16,0.0731
Pak2,0.0254,-0.0456,0.0308,-0.0402
Gpr116,0.0243,0.0717,0.0341,0.0816
Zfr2,-0.0191,-0.0116,0.0045,0.012
Adamts17,0.0631,0.0842,-0.0094,0.0117
Angptl3,0.0483,-0.0331,0.0341,-0.0473
Nkx3-2,0.0268,0.0811,-0.0153,0.039
Ppp4r4,-0.0465,-0.1202,-0.0178,-0.0915
2410080I02Rik,-0.0228,8.55E-04,-0.0417,-0.018
AU022751,-0.0377,-0.1168,-0.1593,-0.2384
Ppp2r4,0.1251,0.2562,0.05,0.1811
Zdhhc25,0.1076,0.0228,0.0543,-0.0306
Bbs4,0.1079,-0.0961,0.2556,0.0516
Ppp1r14d,0.322,0.6142,0.2483,0.5406
Lats1,-0.0827,-0.0768,-0.0861,-0.0802
AC124390.1,0.0328,0.0086,-0.02,-0.0442
BC048644,0.0217,-0.0019,0.0598,0.0361
Itpkb,0.04,0.0231,0.0268,0.0099
Lmnb1,-0.0927,0.0046,-0.0949,0.0025
Zfhx2,0.7883,0.4835,0.6483,0.3434
Mapk14,0.0911,0.0563,0.1846,0.1498
Mfn1,0.6692,0.6934,0.593,0.6172
Syncrip,-0.1127,-0.1522,-0.0859,-0.1254
Nrn1,-0.0191,-0.01,-0.0722,-0.0632
Slc25a4,-0.0112,-0.0859,0.0204,-0.0543
Tnfrsf18,-0.0581,-0.0194,-0.0369,0.0018
Cd48,-0.03,0.0066,-0.0211,0.0156
Cul9,-0.1388,-0.3311,-0.303,-0.4953
Tbata,0.0359,0.08,-0.039,0.0051
Mycbp2,0.3536,0.6765,0.1417,0.4646
Gm885,-0.0022,-0.0036,-0.0166,-0.018
Rgs18,-0.0637,-0.0724,-0.0176,-0.0263
Hoxa5,-0.0521,-0.05,-0.0357,-0.0335
AC113244.1,-0.0309,-0.0026,-0.0449,-0.0166
Mknk1,0.2447,0.2546,0.2672,0.2771
Cggbp1,-0.11,0.2965,-0.1307,0.2758
Il2rg,-0.0573,0.0258,-0.0469,0.0363
Osgep,0.3558,0.3786,0.0254,0.0482
Srgap2,0.135,0.087,0.1021,0.0541
Zc3h3,0.1878,0.2827,0.1308,0.2258
Cyp11a1,-0.049,0.0427,-0.0648,0.0269
Id4,0.0371,0.0793,0.053,0.0952
Olfr315,-0.0319,0.0215,-0.0259,0.0274
Khdrbs1,-0.4113,-0.4317,-0.3153,-0.3357
Rapgef3,0.051,0.202,0.0266,0.1776
Mkrn3,-0.4189,-0.2698,-0.3523,-0.2032
Nmur2,-0.0203,0.0029,0.0123,0.0355
AC102176.1,0.0675,0.0458,0.065,0.0433
Mar-02,0.053,-0.0448,0.0207,-0.0771
1700001P01Rik,0.0088,-0.0454,-0.0315,-0.0857
Pdha2,8.92E-04,-0.0069,0.0518,0.044
AC153856.2,0.0963,0.0318,0.2796,0.215
AC162800.1,0.0183,0.0458,-0.0145,0.0129
Paqr3,-0.0024,-0.0465,0.0427,-0.0013
Pcyox1l,-0.014,0.0957,-0.1768,-0.0671
Mtg1,0.34,0.2359,-0.0254,-0.1295
Gtf2i,-0.1707,0.0781,-0.254,-0.0053
AC153856.1,0.0963,0.0318,0.2796,0.215
4931429P17Rik,0.0539,-0.0185,0.0556,-0.0167
Emg1,0.156,0.0821,0.1758,0.1018
Pgam1,-0.2926,-0.3013,-0.13,-0.1386
AC132139.1,-0.0145,0.0518,-0.0248,0.0415
4930528F23Rik,0.0058,-0.0249,0.0086,-0.022
Asb16,0.4237,0.3619,0.1771,0.1152
Rhox4b,0.0345,0.0208,0.0619,0.0482
Olfr914,0.0416,0.1005,0.0363,0.0953
Fabp1,-0.0313,-0.0068,-0.0287,-0.0043
Rnf2,-0.1787,-0.0669,-0.1468,-0.035
Fam108a,9.27E-04,0.1417,0.107,0.2478
Mkks,-0.1841,-0.1733,-0.0941,-0.0833
2700086A05Rik,-0.0036,-0.0216,0.0035,-0.0144
Il5,0.0256,0.0404,-0.0023,0.0125
Zfp287,-0.0114,-0.0621,0.0367,-0.014
Olfr281,-0.0175,0.0328,-0.017,0.0333
Cct3,-0.1425,-0.1889,-0.1225,-0.1689
Adamts9,0.0354,0.0366,-0.0198,-0.0186
Cyp2c54,0.0303,0.0237,0.006,-6.00536137475238E-4
Xpo1,-0.0782,-0.0941,-0.0179,-0.0339
Olfr707,0.0195,0.0237,0.0217,0.0258
Taf7l,0.1936,0.0849,0.0783,-0.0304
Il17b,-0.0421,-0.0265,0.0102,0.0257
Efna5,-0.6595,-0.9957,-0.6945,-1.0306
Kcnv2,0.0268,-0.0179,0.027,-0.0177
Ppp2cb,-0.1866,-0.224,-0.2023,-0.2397
V1rc16,-0.0512,-0.0429,0.0124,0.0207
AC121279.1,-0.1168,-0.1361,-0.0247,-0.044
Lclat1,-0.0231,-0.0027,-0.0112,0.0093
Olfr978,0.0441,-0.0037,0.0736,0.0257
Arfgef1,0.0514,-0.1258,0.0361,-0.1411
1700010I14Rik,-0.0536,0.0112,-0.1025,-0.0377
Cyp2g1,0.0067,0.063,-0.0122,0.0442
Mafa,0.0283,0.0448,-0.0021,0.0144
S100a6,-0.0543,1.1846,-0.4681,0.7708
Fabp5,-0.1207,-0.1919,-0.138,-0.2091
Olfr706,0.0023,0.0298,-0.0321,-0.0046
Edem1,-0.0393,-0.0349,-0.0489,-0.0445
Lrfn5,0.0131,-0.0036,0.0105,-0.0062
Sh2d4a,-0.0045,-0.0148,-0.0064,-0.0168
Opn3,-0.0431,-0.0292,-0.1093,-0.0955
Pla2g12b,-0.0157,-0.0097,-0.0555,-0.0495
Lsp1,0.0695,-0.0604,0.0275,-0.1024
Pdss2,-0.0151,0.089,-0.0996,0.0045
Plac1,0.0486,-0.0948,0.056,-0.0874
Nppc,-0.0182,-0.0369,0.0254,0.0067
Cml2,-0.0176,-0.0319,8.62E-04,-0.0134
Nup160,-0.0973,-0.1399,-0.1414,-0.184
Cbr4,0.1823,0.1107,0.0615,-0.0102
Tcte3,0.1424,0.3271,0.2886,0.4733
Nudt11,-0.2763,-0.4685,-0.4334,-0.6256
Tubb2c,-0.1483,-0.0591,-0.0966,-0.0075
Tnfrsf4,0.0469,0.0378,0.0612,0.052
Mapk10,-0.0926,-0.162,0.0557,-0.0136
Lsm4,-0.105,-0.0093,-0.1953,-0.0997
Dnttip2,0.0274,0.0874,-9.93E-04,0.059
Gm4802,0.0138,-0.04,-0.0277,-0.0815
Lrrc14b,-0.0368,0.0373,0.0195,0.0936
Zcchc2,0.0109,0.012,-0.0146,-0.0135
Gnao1,0.0524,0.0633,0.0444,0.0552
Rcor1,0.2465,0.2842,0.475,0.5126
Ercc4,0.3211,0.3506,0.0623,0.0919
BC030867,-0.0067,0.0623,-0.1823,-0.1133
Slc5a9,-0.0438,-0.0184,0.0149,0.0403
Kcnk1,-0.492,-0.9844,-0.4937,-0.9861
Hist1h4c,0.213,0.321,0.0238,0.1318
Calca,0.1806,0.3598,0.1651,0.3443
Bdkrb1,-0.0321,-0.014,-0.0597,-0.0417
Tmem92,1.1527,0.3588,0.7208,-0.0731
Mobkl2c,0.0102,0.0604,-0.0234,0.0268
Sirt4,0.2025,0.1273,-0.0024,-0.0777
Dohh,-0.0061,0.0595,-0.036,0.0296
Plcxd1,-0.0311,-0.1139,-0.1357,-0.2185
Pecam1,0.4102,0.2223,0.311,0.123
Mybph,0.0262,-0.0223,0.0432,-0.0053
Ndufc1,0.324,0.154,0.2062,0.0361
Rps26,-0.1105,-0.099,-0.0479,-0.0364
Htr2a,-0.0423,-0.0841,-0.0189,-0.0606
Pcolce2,-0.238,0.2246,-0.3393,0.1233
Olfr976,-0.0333,-0.045,0.0032,-0.0085
RP23-404I18.1,0.1258,-0.0166,0.1281,-0.0143
AC109142.2,0.0062,0.0652,-0.0381,0.0209
Hscb,-0.0431,-0.0221,-0.0311,-0.0102
Rpl32,0.183,0.1094,0.1494,0.0758
Arfgef2,-0.1013,-0.0901,0.0127,0.0239
Cmtm1,-0.0677,-0.0688,0.017,0.0159
Zfr,-0.1375,-0.1237,0.0018,0.0155
Tmcc2,0.0252,0.0327,0.1056,0.1132
Kifc3,0.0049,-0.022,-0.0546,-0.0815
Shroom2,-0.2555,-0.3933,-0.3061,-0.4438
Atp7b,-0.0854,-0.0639,-0.0758,-0.0544
AC121838.2,-0.2161,-0.4753,0.0962,-0.163
Agbl3,-0.0258,-0.0224,-0.0312,-0.0277
Mmp13,-0.0455,-0.0351,-0.0123,-0.002
Zmynd11,-0.0428,0.0632,-0.041,0.0649
1810062G17Rik,0.1167,0.0465,0.0529,-0.0172
Tnip3,0.0464,0.0943,0.0322,0.0801
1700065I17Rik,-0.034,-0.0224,0.0016,0.0132
Jmjd8,-0.0371,0.116,-0.1849,-0.0318
Atf7ip2,-0.039,-0.0508,0.0368,0.025
Maea,-0.1081,-0.1096,-0.0193,-0.0209
Ccdc49,0.0559,-0.0817,0.0549,-0.0827
Atg9b,0.0301,0.4798,0.007,0.4567
Olfr316,-0.003,-0.0378,0.0116,-0.0232
V1rd16,-0.0334,0.0271,-0.011,0.0494
Zfp516,0.1772,0.1551,0.181,0.1588
Dupd1,0.0345,0.0298,0.0389,0.0342
Yes1,-0.0342,-0.0589,-0.0025,-0.0273
Cyp4f41-ps,0.0245,9.72E-04,0.007,-0.0165
2810474C18Rik,-0.0023,-0.0318,-0.0362,-0.0658
Aebp1,-0.1079,-0.1638,-0.0819,-0.1378
A730037C10Rik,0.0054,-0.1628,0.0263,-0.142
Fars2,0.2226,0.1905,0.225,0.193
Nob1,-0.2257,-0.3194,-0.0584,-0.1522
Zbtb6,-0.0092,-0.0685,0.0622,0.0029
Rhbdf1,-0.3014,-0.2799,-0.526,-0.5044
Acyp1,-0.0049,0.0405,-0.0927,-0.0473
Htra4,-0.0086,0.0024,0.0235,0.0344
Elp2,-0.0175,0.0529,-0.0448,0.0257
Prss34,0.0222,0.0133,-0.0078,-0.0167
Nat8,0.0083,-6.20E-04,0.0267,0.0177
2210009G21Rik,-0.0562,-0.121,0.0016,-0.0632
Trp53rk,-0.0393,-0.0908,-0.0899,-0.1414
Tra2b,-0.2206,0.0019,-0.1912,0.0312
Actr8,-0.0639,-0.1009,-0.0218,-0.0588
E330009J07Rik,-0.1494,-0.121,-0.162,-0.1335
Hs3st6,-0.0262,-0.0706,-0.0123,-0.0567
Vegfa,0.4215,0.275,0.3957,0.2492
Kcna7,0.0511,0.0731,0.0173,0.0394
Pbxip1,0.1701,0.0549,0.162,0.0467
Rnf165,-0.0395,-0.0493,-0.0322,-0.042
Glra4,-0.0669,-0.039,-0.0024,0.0255
Map3k1,-0.2924,-0.3467,-0.1411,-0.1954
Prl2b1,0.0393,-0.0077,0.0401,-0.007
Nedd8,0.2474,0.2946,-0.1495,-0.1023
Olfr639,-0.0504,-0.1145,0.0444,-0.0197
Faim,-0.0646,-0.1174,0.0182,-0.0345
Fbxo33,-0.1013,0.0476,-0.0213,0.1276
Myh10,0.2189,-0.1846,0.2388,-0.1647
9030612E09Rik,0.0336,0.0104,0.0087,-0.0145
Inpp5f,-0.1675,-0.2808,-0.2113,-0.3246
Krt83,-0.0515,-0.0247,-0.06,-0.0333
Tmprss3,0.0267,-0.0237,0.0573,0.007
Pias1,-0.0143,-0.2075,0.032,-0.1613
Yy1,0.0371,-0.0461,0.0377,-0.0454
Hspa13,-0.0668,-0.0597,0.0116,0.0186
Rtcd1,-0.0264,-0.0108,-0.0134,0.0021
Wdr34,-0.1998,-0.0504,-0.0411,0.1082
Rhox2b,0.0368,-0.0691,-0.0594,-0.1653
Acpp,-0.0342,-0.0122,-0.0217,2.32533500804877E-4
Hist2h2aa1,0.2193,0.4011,0.058,0.2398
Trhde,0.0361,0.006,0.0344,0.0044
Prdm13,-0.017,-0.0343,-0.0021,-0.0195
V1rc29,0.0287,0.0233,-0.0136,-0.019
Zfyve19,-0.0244,0.0259,-0.0116,0.0387
Clcn1,-0.006,0.066,-0.0071,0.0649
4921506J03Rik,-0.2638,0.0117,-0.3937,-0.1182
AC147018.1,-2.08E-04,-0.1071,0.1021,-0.0048
Wdr86,-0.0871,0.2578,-0.2713,0.0736
Rnaseh2b,0.0494,0.4216,-0.1732,0.1991
Fam3c,0.0243,-0.0521,0.0371,-0.0392
Olfr705,0.0459,0.0872,0.0043,0.0456
B3gnt3,0.06,0.2666,0.0628,0.2694
AL844843.2,-0.0134,5.32E-04,-0.0439,-0.0299
Tmem164,0.026,-0.0389,0.037,-0.0279
Trim28,0.0312,0.1058,-0.1479,-0.0733
Entpd4,-0.0722,0.6438,-0.2369,0.4792
Atp5b,0.0437,0.0513,0.0276,0.0352
Zfp454,0.0669,0.0728,-0.0738,-0.0678
Npn2,-0.0425,-0.0542,-0.0313,-0.043
Nras,-0.2576,-0.3514,-0.1215,-0.2152
Cisd2,0.0265,-0.0212,0.0422,-0.0054
Opa1,-0.0172,-0.0508,0.0284,-0.0052
Ott,-0.0271,-0.0191,-0.0527,-0.0446
RP23-15I21.8,0.0328,0.0227,-0.0082,-0.0183
Fbxw14,0.0432,0.0472,0.0642,0.0681
Tcea3,-0.0851,0.3342,-0.1715,0.2478
Cluap1,-0.0998,-0.0473,0.0034,0.056
Phax,-0.3641,-0.5107,-0.2882,-0.4349
Dleu7,0.0295,0.2954,0.0103,0.2763
V1rg10,-0.0071,0.023,-0.0547,-0.0246
Sp1,-0.1279,-0.0724,-0.0586,-0.0032
Crhr2,-0.0266,0.0431,-0.0362,0.0336
Pip4k2b,0.092,0.1936,-0.009,0.0926
Aldh16a1,0.2245,0.3269,0.3755,0.4779
Bag3,0.2527,-0.2707,0.1365,-0.387
Trim36,-0.6521,-0.6,-0.524,-0.4718
Fanci,0.082,0.0928,0.113,0.1238
Uvrag,0.0577,-0.0334,0.2103,0.1192
AC123925.1,-0.0311,-0.0934,-0.0236,-0.0859
Ubr4,-0.0241,-0.0278,0.0716,0.068
Frem1,0.0302,0.0584,0.0154,0.0436
Map3k11,-0.3116,-0.156,-0.0642,0.0914
Ccdc88b,-0.0025,-0.0256,0.0261,0.003
Slc39a6,0.1642,-0.1009,0.1488,-0.1163
Olfr913,-0.02,0.0416,-0.0025,0.0591
Zfp36l1,0.3049,0.4823,0.3043,0.4816
Magel2,-0.038,-0.0577,-0.051,-0.0707
Capn8,0.0262,-0.0699,0.0109,-0.0852
Glt8d2,-0.0061,-0.049,0.0109,-0.032
Cntf,-5.68E-04,-0.1252,0.0242,-0.1005
Fcna,0.033,0.014,0.0147,-0.0044
Hist1h1t,-0.0221,-0.014,-0.0042,0.004
Lass3,0.0495,0.0079,0.0095,-0.0321
AC107839.1,-0.0088,6.50E-04,0.0079,0.0174
RP23-39H12.3,0.1215,-0.0564,0.117,-0.0608
6030429G01Rik,0.0537,0.0734,-0.079,-0.0592
Zfp26,0.0245,-0.07,0.0204,-0.0741
C130079G13Rik,-0.0139,0.0496,0.0159,0.0793
1700019B03Rik,0.0432,0.0555,-0.0163,-0.0039
Lyrm4,-0.0411,0.0012,-0.0506,-0.0083
Prl8a2,-0.0742,-0.0235,-0.0564,-0.0057
Mov10,0.0472,0.2399,-0.1665,0.0261
4930449A18Rik,0.0578,0.0128,0.0515,0.0065
AC107822.3,0.0476,0.0502,0.0577,0.0603
Nmb,0.0105,0.0064,-0.1003,-0.1044
Shisa9,-0.0265,-0.0148,0.029,0.0407
Tnip1,-0.3492,-0.4282,-0.2048,-0.2838
D930020E02Rik,-0.0142,-0.0129,3.63E-04,0.0017
Ankrd13c,-0.0493,-0.0764,-0.0293,-0.0564
AC022699.1,-0.0034,0.0417,-0.0475,-0.0025
1700049E17Rik1,0.0285,0.0154,-0.0066,-0.0197
Gpr173,-0.0562,0.0227,-0.0146,0.0644
Clec4b1,-0.0178,-0.0467,0.0445,0.0156
Kcnc4,0.0166,-0.0259,0.0107,-0.0317
Cyb561d1,-0.1098,0.0685,-0.1509,0.0274
Dcbld1,0.4664,0.2426,0.4058,0.182
Atpaf1,-0.0786,-0.0754,-0.0198,-0.0165
Synpo2,0.0182,0.007,-0.008,-0.0192
Mrgprb2,-0.0114,-0.0076,-0.022,-0.0182
Degs2,-0.0651,-0.0397,-0.0712,-0.0459
Selk,-0.4403,-0.2904,-0.2129,-0.0631
Ncf1,-0.0042,-0.0075,-0.0244,-0.0278
Ccrl2,-0.0251,0.0388,-0.0476,0.0163
BC065397,-0.019,-0.1331,0.0499,-0.0641
Dnajc17,0.0521,0.185,-0.0617,0.0712
Cabin1,0.0177,0.0643,-0.0272,0.0194
Pth2r,0.0181,-0.0171,0.0753,0.0401
Ube2v2,-0.0065,0.0212,-0.0171,0.0106
Bri3,-0.1141,-0.2067,0.1742,0.0816
Cc2d1b,0.0477,0.072,0.0059,0.0301
Prl6a1,0.0417,0.0613,0.0106,0.0302
AC136515.1,-0.0081,0.1121,-0.0228,0.0974
Il9,-0.0279,-0.0432,0.0011,-0.0142
Gpatch3,-0.0201,0.0082,-0.0779,-0.0496
Dnajb2,0.171,-0.0595,0.2173,-0.0131
Stard8,0.4866,0.119,0.4582,0.0907
Kcnk6,0.15,-0.0848,0.1663,-0.0685
1700037C18Rik,0.0289,0.0656,-0.0155,0.0212
Sub1,-0.2314,0.0282,-0.0641,0.1955
Tmem119,-0.0241,-0.0051,-0.0527,-0.0337
Hist1h2bc,0.907,0.962,0.1894,0.2444
Ctla4,-0.0215,-0.0042,0.0387,0.0561
Nop16,0.0317,-0.0346,0.0104,-0.0559
Lpp,-0.0065,0.013,-0.0164,0.0031
Olfr120,0.0027,0.0653,-0.0259,0.0367
Chd5,-0.0801,-0.1338,-0.0717,-0.1254
RP23-273C23.1,-0.0239,0.0159,-0.0541,-0.0143
AL731672.3,0.0878,0.0796,-0.033,-0.0412
Ccdc88c,-0.0768,-0.0855,-0.0773,-0.086
AL589651.1,0.0098,0.0905,-0.0622,0.0186
Ces7,0.0779,0.0627,0.028,0.0128
RP24-96P6.1,-0.0502,-0.0244,-0.0276,-0.0018
AC125108.1,0.0458,0.0617,-0.0178,-0.0019
Gchfr,0.1394,-0.0485,0.1838,-0.0041
Sgta,-0.0418,-0.0253,-0.0181,-0.0016
Rgs1,-0.0779,0.0526,-0.0355,0.0949
Spag7,-0.0399,0.0469,0.0588,0.1456
Fa2h,-0.0084,-0.0061,-0.0077,-0.0054
Cer1,-0.0237,0.053,0.0153,0.0919
Fgf9,-0.0173,-0.0324,-4.39E-04,-0.0155
AC122242.2,-0.0658,-0.19,0.0483,-0.0759
Abca1,-0.0036,0.0014,-0.0044,5.01939520612282E-4
Olfr638,0.0462,0.0459,0.0186,0.0182
Nudt19,-0.1719,-0.4593,-0.1268,-0.4142
Ctdspl2,-0.1216,-0.1865,-0.0885,-0.1534
Foxm1,-0.0323,-0.126,0.1166,0.0229
V1rd17,0.0065,-0.0359,-0.0346,-0.077
Lgi2,-0.0763,-0.1684,-0.0855,-0.1776
Usp29,0.0336,0.0721,0.0308,0.0693
AU042671,-0.0412,-0.0251,-0.0074,0.0086
Ndn,-0.3913,-0.9385,-0.6466,-1.1938
Gm3435,-0.023,0.0074,-0.0718,-0.0414
Ptbp1,-0.0475,0.1129,-0.1738,-0.0135
Rps9,-0.151,-0.1106,-0.1329,-0.0926
1810013D15Rik,0.0285,0.0081,0.0185,-0.0019
Paox,0.0417,-0.2517,-0.381,-0.6744
Olfr317,-0.0605,-0.069,0.0155,0.0069
Ssh3,0.0157,0.0678,0.0053,0.0573
2010111I01Rik,-0.2045,-0.3177,-0.153,-0.2662
Pou6f1,0.0214,0.0153,0.0254,0.0193
Ppp1r3g,-0.0958,-0.0671,-0.1249,-0.0962
Clec4a4,-0.0151,0.0102,0.0404,0.0657
Olfr636-ps1,-0.0504,-0.1145,0.0444,-0.0197
Slamf7,-0.0185,-0.0343,-0.0372,-0.053
Ccdc59,-0.1636,-0.1562,-0.0238,-0.0164
Extl3,-0.0116,0.3017,-0.3032,0.0101
Mxd3,-0.0688,-0.0019,-0.008,0.0589
