genes,adjP(Z6/E14Tg2a),adjP(OKO160/E14Tg2a),adjP(Z6/OctGip),adjP(OKO160/OctGip)
Nkx6-1,0.9935,0.9418,0.8979,0.813711849
Neo1,0.6059,0.7937,0.5174,0.698137355
Oas1c,0.7146,0.9433,0.8603,0.999006706
Olfr1402,0.3393,0.8383,0.8568,0.869138892
Atg16l1,0.5234,0.8432,0.1848,0.428813792
Prps1l1,0.7621,0.2613,0.729,0.399848735
Utp3,0.962,0.872,0.983,0.919087575
Prkar1b,0.8537,0.8786,0.8104,0.974919284
Gm4876,0.6492,0.8978,0.6415,0.969819357
Olfr1302,0.3247,0.4233,0.9587,0.992392009
AC110527.1,0.941,0.9432,0.9909,0.866195718
Ttr,0.9911,0.5111,0.5084,0.951299738
Olfr1441,0.9308,0.9658,0.6026,0.625292968
Zfp324,0.7133,0.4166,0.6644,0.603695931
Cryga,0.7412,0.8865,0.7337,0.850850151
Tmem14a,0.9882,0.9639,0.9967,0.987626919
C230078M08Rik,0.8878,0.6687,0.935,0.977353677
Cryaa,0.8087,0.5141,0.9764,0.791319757
Rasgrp3,0.8324,0.9774,0.8578,0.996692952
Plec,0.6182,0.1434,0.9147,0.779108116
Olfr1229,0.9087,0.3589,0.774,0.655224497
Olfr509,0.9957,0.9121,0.9361,0.99265391
Acbd6,8.38112336316437E-4,0.0018,0.2652,0.624731165
Als2cr11,0.7697,0.8602,0.9237,0.976312594
Olfr174,0.8018,0.9865,0.8582,0.990006177
Usp42,0.1245,0.3618,0.5856,0.893104633
Spesp1,0.2204,0.3747,0.6465,0.814590474
4930408G06Rik,0.7411,0.8714,0.9943,0.912776058
Nhp2,0.1446,0.0422,0.3934,0.126092819
Opn5,0.8189,0.3589,0.9929,0.676190914
Tmem132e,0.9384,0.6327,0.8096,0.989268053
Reep2,0.9571,0.6818,0.6379,0.978402816
AC119205.3,0.9029,0.8908,0.6474,0.907766539
Crkl,0.9404,0.1852,0.989,0.263043498
Il13ra2,0.9347,0.8433,0.9618,0.998484175
Dnase2b,0.7645,0.5454,0.9607,0.967879186
BC048403,0.4675,0.5,0.8835,0.908301167
Vwa1,0.8084,0.7008,0.8751,0.776800113
Sun2,0.0327,0.0779,0.1912,0.366513878
Dus3l,0.5116,0.9254,0.5272,0.973565621
4930550C14Rik,0.7683,0.2734,0.9049,0.045844929
Olfr508,0.9755,0.7886,0.8649,0.984821308
Prss50,0.4738,0.1091,0.6094,0.146367298
Prrxl1,0.9899,0.8932,0.9925,0.947445649
Olfr401,0.7314,0.8996,0.9503,0.784262387
Olfr370,0.9218,0.9834,0.9877,0.886556319
B3gnt7,0.9794,0.3843,0.8909,0.725571957
Fam193a,0.9895,0.8694,0.9242,0.999499514
Sult1b1,0.9185,0.6755,0.8859,0.996686119
Fam162b,0.697,0.1378,0.8433,0.205708979
Eml1,0.6489,0.7604,0.6042,0.894844803
Prei4,0.4076,0.1555,0.9722,0.740553026
Rnf10,0.9746,0.7333,0.0681,0.218829654
Pygm,0.8189,0.2536,0.7545,0.935072516
Gpx1,0.7272,0.8841,0.759,0.938791299
Dusp19,0.1735,0.0668,0.7871,0.946150566
Cd180,0.9483,0.6417,0.5312,0.81845914
Mrc2,0.6204,0.5472,0.9908,0.972407304
Igj,0.8385,0.9753,0.8651,0.550674964
Klhl21,0.2442,0.0807,0.745,0.373701065
Hdhd3,0.6114,0.905,0.8776,0.53220334
Chrne,0.8986,0.9337,0.9712,0.995863217
Tlr8,0.9748,0.6312,0.9312,0.580001227
Acy3,0.0098,0.8571,0.0203,0.974140227
Sspn,0.9849,0.8294,0.8714,0.981823102
V1ra6,0.8734,0.5152,0.9545,0.670282673
Olfr1228,0.8126,0.9509,0.951,0.860989432
Fam110b,0.8591,0.3762,0.7992,0.962926292
Faf1,0.1383,0.2753,0.6413,0.831046221
AL954348.2,0.9267,0.9206,0.9751,0.975476719
Gadd45a,9.3734197708941E-4,0.027,0.029,0.725571957
RP23-336L12.1,0.9614,0.3009,0.9131,0.238120325
Oas1e,0.925,0.748,0.8563,0.642782958
Irak1bp1,0.7906,0.4868,0.9315,0.953374668
Pcdhb17,0.8771,0.8782,0.9098,0.907161963
Dusp12,0.7339,0.9375,0.89,0.992489852
Tsc22d1,0.4961,0.3529,0.8527,0.161086945
Gas7,0.4977,0.3018,0.4388,0.241984994
Hey2,0.8836,0.4328,0.7359,0.999417833
Tbc1d2,0.8159,0.0088,0.8859,0.009406305
Bmx,0.963,0.8789,0.8206,0.67598492
Atl1,0.699,0.4251,0.9967,0.872054928
6430531B16Rik,0.5108,0.1577,0.9901,0.69238073
Pmm1,0.6808,0.5452,0.9147,0.819328508
A430110L20Rik,0.9884,0.339,0.6046,0.903653523
Mtrf1,0.955,3.69427752137879E-4,0.026,0.044421443
4930434E21Rik,0.9974,0.5836,0.916,0.823711978
RP23-139P14.18,0.7718,0.8033,0.9744,0.993036507
Olfr507,0.8266,0.461,0.9822,0.743927215
Pcdh10,0.8285,0.8353,0.9131,0.915747092
Slc7a14,0.9644,0.8704,0.8095,0.965350895
Rpgr,0.5909,0.074,0.929,0.592816275
AL669848.1,0.9696,0.7772,0.4299,0.643298524
Edil3,0.8729,0.5916,0.8149,0.9679949
1110054O05Rik,0.1308,0.4989,0.6716,0.99778758
Utf1,0.9816,0.7052,0.0524,0.136853084
Areg,0.9724,0.989,0.9624,0.992766386
Aldh3b2,0.9833,0.6146,0.987,0.672480434
Muc4,0.8395,0.9147,0.9209,0.972271914
Klra13,0.6332,0.5029,0.9932,0.970156601
Pparg,0.9423,0.7181,0.9142,0.979440421
Slc30a3,0.8052,0.801,0.2771,0.252015634
Nlrp4f,0.9311,0.9236,0.4781,0.217618154
Tpo,0.8018,0.9412,0.8206,0.933760531
Acot8,0.3541,0.025,0.7405,0.082548501
Phf13,0.5869,0.1387,0.9607,0.496657815
Klhdc9,0.3741,0.36,0.2549,0.229931351
Nupl2,0.9735,0.2448,0.7243,0.677942562
AV249152,0.9428,0.7824,0.964,0.811689717
Tbc1d5,0.2235,0.3765,0.6912,0.848314052
Ifngr1,0.9476,0.9587,0.5804,0.563954018
Malt1,0.5373,0.3384,0.6786,0.452725827
Olfr898,0.4415,0.7423,0.9354,0.926886395
Gabrr1,0.7162,0.7271,0.8786,0.831046221
D17Wsu104e,0.5393,0.1538,0.9618,0.589412291
Glrb,0.9562,0.9601,0.9527,0.832037393
Chrna3,0.8559,0.8296,0.9813,0.985095527
BC018473,0.8358,0.5165,0.5079,0.769087312
Plscr4,0.8929,0.4531,0.8733,0.601770248
1700055N04Rik,0.7729,0.9241,0.7383,0.866498195
Ddi1,0.7336,0.4064,0.8514,0.534439621
Zfp40,0.7436,0.6422,0.974,0.999394137
Olfr624,0.7184,0.8951,0.8692,0.838402784
Tex12,0.4193,0.8022,0.9642,0.81520232
Slc45a3,0.6617,0.6481,0.5987,0.826569694
Mast1,0.6105,0.4444,0.7566,0.588813745
4921508D12Rik,0.9088,0.9845,0.6901,0.826569694
Olfr1226,0.9619,0.842,0.9301,0.997729058
Sec22c,0.857,0.8274,0.9557,0.941454137
CT867960.1,0.9615,0.9714,0.9416,0.919684347
Matn2,0.889,0.9831,0.9627,0.801331049
Ndufs7,0.2502,0.069,0.6396,0.239663497
2310043J07Rik,0.6617,0.9188,0.4075,0.052493928
Gabpb2,0.9387,0.7006,0.8256,0.527670073
Lmo2,0.6823,0.8883,0.9705,0.924471761
Peli2,0.8609,0.9025,0.9446,0.887729613
Snx21,0.9614,0.3009,0.9131,0.238120325
Adad1,0.8536,0.4269,0.8694,0.445532608
Egln1,0.9973,0.386,0.758,0.846795279
Sycp3,0.2703,0.994,0.4369,0.943460675
Olfr658,0.7995,0.8168,0.924,0.939801974
Sebox,0.9818,0.989,0.8571,0.868816618
Zfp616,0.9887,0.9684,0.9295,0.894990287
Spdef,0.0185,0.005,0.2475,0.064399327
Ovol1,0.6829,0.7834,0.4961,0.592816275
Hist1h4h,0.004,0.0023,0.9888,0.936401381
Zfp7,0.6438,0.826,0.7977,0.921838836
Hdx,0.7276,0.059,0.3044,0.009459029
Il7,0.5591,0.5155,0.8977,0.887818531
Ccr6,0.4531,0.4391,0.9496,0.934457163
Htr3a,0.1646,0.3191,0.7617,0.925216615
1700007B14Rik,0.9838,0.4733,0.919,0.698047029
Olfr399,0.8477,0.9708,0.8588,0.959333261
Esyt1,0.0703,0.0029,0.2945,0.010115566
Olfr1346,0.945,0.9254,0.9591,0.963713808
AL672219.2,0.9865,0.8037,0.8532,0.531895753
Fxyd5,0.0183,0.1703,0.3472,0.935549385
Tmem223,0.806,0.02,0.7474,0.011789636
Dhrs3,0.9895,0.9419,0.9156,0.806084316
Fosl2,0.6267,0.5463,0.7608,0.67402188
AC107865.1,0.6776,0.6146,0.9138,0.87027546
4930588N13Rik,0.9934,0.5298,0.9618,0.709478068
Atp1a2,0.9181,0.6743,0.914,0.680489687
Aox4,0.5983,0.8932,0.8828,0.548013597
Mbnl3,0.9935,0.9848,0.9957,0.978402816
Cyp26c1,0.8584,0.8475,0.9906,0.650639881
Olfr657,0.9516,0.8709,0.804,0.972407304
AC102906.1,0.9853,0.8858,0.879,0.957159888
Cacybp,0.5734,0.9395,0.5223,0.99483872
Mtbp,0.7718,0.5363,0.9867,0.924537166
Reg1,0.7166,0.6042,0.8702,0.904737912
Hnrnpab,0.6443,0.6533,0.1235,0.832439789
Cdkn1b,0.669,0.1699,0.5965,0.114234665
AC172746.1,0.494,0.345,0.8338,0.680054006
AC130210.1,0.8917,0.727,0.7369,0.842244114
Gbp1,0.244,0.0852,0.2875,0.088490638
AC107671.1,0.7572,0.5338,0.6786,0.435021173
AC138267.1,0.9794,0.8131,0.9911,0.855829633
RP23-273M9.1,0.7757,0.896,0.5171,0.924586211
Cldn18,0.6776,0.2533,0.7874,0.319228119
Npy1r,0.9607,0.8836,0.9917,0.869138892
Fezf2,0.7978,0.7229,0.9438,0.321370618
St6galnac2,0.0215,2.65613144358094E-4,0.0228,2.2320219397417E-4
Rage,0.3625,0.5996,0.875,0.997951192
Snx24,0.0045,0.3139,0.8496,0.182687742
RP23-139B20.3,0.907,0.8114,0.6616,0.723253871
Mrpl15,0.9346,0.8061,0.9876,0.772649396
Ramp1,0.9381,0.7107,0.5189,0.73735445
9230110C19Rik,0.8974,0.9218,0.9634,0.890802724
P2rx7,0.9135,0.5971,0.9727,0.863756831
Krt28,0.8823,0.9371,0.888,0.792588777
Nt5c1b,0.9011,0.9266,0.8557,0.77722859
Epas1,0.6204,0.061,0.9564,0.444666664
Gm436,0.8805,0.7019,0.7342,0.509809785
Crygb,0.8605,0.6191,0.97,0.936458134
Odf3l1,0.7579,0.948,0.2037,0.366907111
Clcnkb,0.8303,0.2971,0.9784,0.546416573
Tnnc2,0.5358,0.2866,0.1721,0.058458372
Zfp74,0.751,0.665,0.9825,0.996186573
AC154236.2,0.8547,0.7722,0.7917,0.68133281
Lamp3,0.5134,0.6032,0.8649,0.924069978
Selp,0.4937,0.4219,0.8493,0.78068416
Actbl2,0.7045,0.7259,0.9172,0.575303979
Ankrd40,0.772,0.4133,0.694,0.630375875
Odz2,0.8338,0.9873,0.944,0.964536435
Catsper3,0.8438,0.7426,0.7444,0.610020023
Mlx,0.9816,0.5669,0.1472,0.015034278
Kel,0.8555,0.8512,0.8833,0.870751365
Ppp1r13l,0.9114,0.8796,0.8858,0.841282062
Olfr105,0.8706,0.9432,0.9142,0.953716606
Ppme1,0.6362,0.5643,0.3723,0.291630422
Ophn1,0.0041,0.0291,3.73723320507747E-4,0.001017051
Polr2a,0.8823,0.8102,0.8002,0.694611845
Hnrnpc,0.8012,0.3666,0.7883,0.992268537
Zdhhc14,0.9073,0.97,0.8743,0.759393067
Mgat4c,0.8315,0.7742,0.748,0.662392739
Pglyrp1,0.4227,0.1348,0.3552,0.090451653
Nbeal1,0.5647,0.3047,0.6418,0.347786533
AW555464,0.9873,0.3802,0.8202,0.760235384
Pnlip,0.4638,0.5872,0.8339,0.914522083
Olfr1382,0.5732,0.5982,0.5461,0.756140824
Nrtn,0.5061,0.8607,0.6511,0.939243197
Vil1,0.8518,0.2366,0.9983,0.493512094
AC140426.1,0.7624,0.1711,0.8829,0.74362833
Snx32,0.5294,0.6644,0.9252,0.993582399
Olfr1225,0.8985,0.8108,0.9965,0.959757082
Glce,0.3961,0.405,0.8483,0.845966796
Nbr1,0.9677,0.8026,0.694,0.432443052
Mitf,0.2689,0.2819,0.6292,0.631164458
Olfr1301,0.6849,0.7026,0.9049,0.917456928
B4galt4,0.8121,0.9254,0.924,0.782243996
C230012O17Rik,0.2897,0.0422,0.9451,0.433115912
Spink3,0.0269,0.1076,0.1226,0.381565491
Tfpi2,0.9527,0.7841,0.9237,0.749237541
Efha2,0.7626,0.2366,0.8002,0.241451725
Prdm12,0.4277,0.8766,0.8999,0.852293698
1700034O15Rik,0.8356,0.9247,0.8018,0.868382909
Atf6,0.9297,0.8605,0.6912,0.937600897
Krt27,0.9836,0.7535,0.8874,0.948914513
Slc7a13,0.9186,0.4997,0.888,0.463061874
Rdh7,0.5263,0.3648,0.6291,0.441669097
Defa-rs1,0.6419,0.5323,0.9072,0.828190566
3830406C13Rik,0.8312,0.9602,0.2402,0.512385143
Ctps,0.5662,0.2357,0.8933,0.56799579
Ccl1,0.6405,0.8507,0.7389,0.44435443
F2rl1,0.9039,0.1478,0.3064,0.995133553
Ifnz,0.7718,0.8033,0.9744,0.993036507
Zfp711,0.9732,0.6107,0.7866,0.944507494
Msh5,0.8815,0.8888,0.9852,0.993027823
AL670673.2,0.6035,0.5963,0.8874,0.885452974
Fbxl2,0.9278,0.3471,0.985,0.587536581
2610019F03Rik,0.0337,0.416,0.0266,0.342173705
Rps6ka5,0.7339,0.7344,0.9876,0.992897719
Cyp2a4,0.7063,0.7923,0.9947,0.947924894
Hmg20b,0.9629,0.9291,0.9098,0.99365701
Pla2g5,0.8906,0.7586,0.936,0.992897719
Prokr2,0.9416,0.9549,0.9994,0.905167935
Cugbp2,0.7242,0.0175,0.9532,0.044790753
Bai3,0.5853,0.2327,0.9301,0.611208969
Thap3,0.9716,0.8684,0.9301,0.963839687
1110037F02Rik,0.948,0.3937,0.6192,0.881698546
Krt26,0.9298,0.8635,0.9656,0.706320756
Timp4,0.665,0.8563,0.8142,0.944507494
Ccl8,0.9748,0.9405,0.9362,0.957472205
AL670673.1,0.7303,0.4516,0.9274,0.972558748
Ube2c,0.9294,0.9297,0.9913,0.996138522
Ddx31,0.8964,0.6487,0.3328,0.130800298
Slfnl1,0.4472,0.209,0.7208,0.407345827
Apoa1bp,5.86773726295975E-4,0.0195,2.11103398623197E-4,0.004601303
Clk2,0.0704,0.4088,0.3707,0.902538295
Gzme,0.1591,0.3839,0.8585,0.98436898
Cldn11,0.6056,0.5805,0.5439,0.765995441
Gnal1,0.611,0.8129,0.9592,0.951717158
Kdr,0.7136,0.4702,0.9671,0.950215304
Skap2,0.5733,0.7707,0.6777,0.051471817
Syt7,0.7198,0.905,0.9741,0.926476101
Laptm4b,0.984,0.6519,0.4451,0.852286235
Ccdc102a,0.8458,0.2931,0.8702,0.355519363
Fnip1,0.9754,0.0755,0.7615,0.36517826
Dtl,0.9331,0.6728,0.897,0.816814468
Tram2,0.7714,0.6469,0.2248,0.135880566
Dsg2,0.0233,0.0033,0.1529,0.017175224
Olfr1223,0.9982,0.7632,0.9127,0.95359429
Epha6,0.6697,0.6748,0.7902,0.774620306
Olfr1336,0.7538,0.7604,0.9908,0.997951192
Usp44,0.3648,0.5778,0.3559,0.566594
Olfr1299,0.6825,0.8353,0.7985,0.902060327
C130022K22Rik,0.9073,0.5397,0.924,0.590877679
Prpf4b,0.9389,0.9432,0.9503,0.968625273
Krt8,0.2504,0.005,0.4261,0.007818899
S100z,0.8012,0.7875,0.951,0.67370197
AC154214.1,0.6178,0.3826,0.8606,0.642782958
Olfr25,0.6878,0.5051,0.947,0.99483872
Chd9,0.3075,0.1376,0.056,0.01635461
Dmrtc2,0.0091,0.4653,0.0707,0.970156601
9430077A04Rik,0.9625,0.9922,0.9691,0.918477186
Efr3a,0.983,0.3313,0.878,0.681351136
1700017N19Rik,0.689,0.509,0.9634,0.860989432
Itgbl1,0.6925,0.6895,0.9404,0.477314439
Olfr1298,0.613,0.8567,0.493,0.739928338
D2Ertd391e,0.9154,0.9803,0.9345,0.99060454
Fam50b,0.9675,0.6409,0.919,0.912471743
2210011C24Rik,0.5585,0.1055,0.2921,0.030988891
Ndufa11,0.4988,0.3339,0.682,0.494845067
Osr1,0.8386,0.5144,0.7661,0.412586364
Arpc4,0.3501,0.9254,0.8976,0.727192929
Tnfaip8l1,0.5578,0.4209,0.7229,0.577101988
Egf,0.8859,0.5437,0.8603,0.704044371
Olfr1440,0.7763,0.9587,0.9928,0.879214125
Kbtbd2,0.1753,0.0888,0.4024,0.213173501
Vps41,0.1131,0.1574,0.6303,0.71311327
Scoc,0.8782,0.0913,0.987,0.17443746
Tmc4,0.9264,0.7018,0.7385,0.899792832
AC158576.2,0.4268,0.403,0.4383,0.40338745
V1rb9,0.8993,0.6445,0.9416,0.730561986
Npy5r,0.9431,0.9377,0.8292,0.948705137
1810032O08Rik,0.8481,0.8647,0.8046,0.797830353
5730437N04Rik,0.9099,0.7348,0.7748,0.95347879
Krt25,0.6781,0.9779,0.7425,0.981771458
Tyw1,0.8076,0.1391,0.7359,0.088965738
Adam28,0.4038,0.8868,0.8568,0.878415762
Nek1,0.6931,0.7514,0.8367,0.730561986
Nacad,0.9962,0.9869,0.964,0.970530257
Icam5,0.9899,0.8592,0.8714,0.970882524
Wdr54,0.7413,0.9931,0.2347,0.51807746
2610204G22Rik,0.8585,0.859,0.9503,0.953594883
Tubgcp4,0.8544,0.2319,0.7793,0.404005629
Cntnap5b,0.9456,0.7452,0.9592,0.948889126
Mtap7d2,0.8504,0.1219,0.4422,0.004344841
Pip5kl1,0.5104,0.5829,0.8982,0.277892124
Cdkn2c,0.1206,0.4733,0.9445,0.761208244
Rasgrp1,0.161,0.0878,0.0057,0.0024199
Msln,0.3591,9.23784496084914E-4,0.5119,0.001183651
Urgcp,0.0777,0.3555,0.1462,0.537350679
Hcn4,0.6256,0.7371,0.9635,0.988950108
9430097D07Rik,0.8445,0.988,0.9657,0.914462302
St6gal1,0.4331,0.0342,0.3113,0.01645452
Sgsm3,0.0188,0.0375,0.8253,0.953830143
Acrbp,0.7068,0.5307,0.9667,0.979349456
2310022A10Rik,0.6395,0.129,0.9428,0.680489687
Slc16a14,0.7239,0.8345,0.4019,0.936458134
Ccl12,0.9963,0.9363,0.9865,0.974124136
Hrasls,0.7457,0.8447,0.9618,0.874789477
Slc29a3,0.078,0.0847,0.2648,0.26213555
AC159810.1,0.9934,0.8248,0.9716,0.927551137
4930511M11Rik,0.9478,0.9107,0.9586,0.929224265
Cct2,0.2084,0.4464,0.4713,0.75615798
Olfr656,0.9068,0.3882,0.7545,0.215911676
CT009632.1,0.816,0.8803,0.5354,0.9225045
Gltscr2,0.7694,0.2575,0.2971,0.762269781
1700011F14Rik,0.8545,0.2806,0.9929,0.536657775
Zfp811,0.9063,0.1481,0.4172,0.695610142
Slitrk3,0.9002,0.7967,0.8215,0.684523577
Prr3,0.2276,0.7832,0.561,0.538174788
Ube3b,0.8609,0.6374,0.36,0.165372833
Sh2d4b,0.9318,0.872,0.9712,0.862336899
Grip2,0.9171,0.8043,0.9301,0.984780351
2310014L17Rik,0.9736,0.8538,0.9038,0.978402816
Gabrb3,0.0269,0.0011,0.1709,0.004806548
Snap29,0.394,0.225,0.2095,0.09331987
Rhpn2,0.9422,0.8855,0.9665,0.75533349
Olfr655,0.892,0.9147,0.9386,0.918367805
Rhoj,0.597,0.678,0.4339,0.506411859
BC106179,0.7538,0.5676,0.4429,0.575659664
2410076I21Rik,0.0562,0.6633,0.0683,0.71312971
Unc93b1,0.0381,0.8669,0.2602,0.811494629
0610037P05Rik,0.8185,0.3086,0.9523,0.760072363
Evi5,0.8292,0.5329,0.9762,0.387577903
Vmac,0.6121,0.5628,0.6673,0.610722375
Brix1,0.6195,0.848,0.5752,0.783398292
Kdm3b,0.8986,0.9618,0.6094,0.803664287
Btn2a2,0.4141,0.7568,0.7922,0.993027823
Svep1,0.857,0.4119,0.9671,0.787883755
Slit1,0.4485,0.5019,0.4361,0.484554698
Akr1d1,0.9253,0.8181,0.5428,0.872732999
D19Ertd652e,0.9552,0.9856,0.9942,0.984106332
Ttc32,0.5769,0.9625,0.8826,0.892503186
B230317F23Rik,0.6822,0.6064,0.4616,0.906910794
Tmem214,0.9963,0.6421,0.7689,0.992629824
Fndc3b,0.4828,0.8705,0.5847,0.879260694
Fam98b,0.4671,0.4773,0.9654,0.979845022
Camkv,6.69421675853245E-4,4.74905071850356E-4,0.0123,0.009401989
Dpm2,0.9636,0.8254,0.8834,0.975019263
Lama1,0.7421,0.4002,0.6393,0.645018329
Coasy,0.2421,0.023,0.2754,0.860822058
AC124373.1,0.3351,0.2778,0.608,0.520587788
Edc3,0.9456,0.9046,0.9839,0.999006706
Krt24,0.3864,0.9433,0.9294,0.687371303
4921517D21Rik,0.8781,0.8788,0.8683,0.852293698
AC122005.2,0.9257,0.735,0.9454,0.779405771
Klra10,0.2007,0.4002,0.4866,0.734858244
Dynlt1-ps1,0.7888,0.4828,0.9671,0.906910794
Sytl5,0.9816,0.8291,0.8337,0.516421592
AC148326.1,0.6827,0.5298,0.888,0.769404869
Leng1,0.2785,0.1295,0.8451,0.965491781
Tbkbp1,0.9732,0.8461,0.8905,0.983638799
Olfr1297,0.8214,0.9331,0.6513,0.76682314
Ei24,0.0934,0.0334,0.8948,0.648947673
Taf13,0.583,0.1979,0.8858,0.922583961
Mrpl13,0.5095,0.5111,0.2458,0.894259507
Arhgef2,0.834,0.3305,0.774,0.964342387
Utrn,0.038,0.1301,0.9744,0.814851546
Luc7l3,0.8972,0.6691,0.9509,0.678169239
Arntl,0.7714,0.5353,0.9722,0.831361074
Tgfb1i1,0.3407,0.0283,0.3307,0.021165775
1600021P15Rik,0.9857,0.8315,0.9961,0.876307293
Flg,0.7894,0.3872,0.6697,0.944623259
Olfr1437,0.9606,0.6976,0.9671,0.75954488
Zscan29,0.697,0.579,0.8912,0.800929348
Tmem162,0.7465,0.5712,0.5927,0.392885052
Optc,0.909,0.9376,0.9421,0.964575313
Gtf3c4,0.9417,0.0933,0.9861,0.173828169
Crtc3,0.4108,0.4191,0.6126,0.610020023
Msra,0.8308,0.8583,0.9346,0.889049824
Dnttip1,0.4741,0.7936,0.4649,0.886505067
Shmt1,0.575,0.4155,0.023,0.009871277
Sytl1,0.5803,0.692,0.9875,0.267174718
Lrrc30,0.3344,0.4351,0.9098,0.974124136
Olfr1222,0.63,0.7365,0.9174,0.974124136
AL645846.2,0.9538,0.7394,0.6042,0.803740498
Prss46,0.669,0.5931,0.5838,0.803906671
2010106E10Rik,0.6837,0.9416,0.6035,0.854128098
Mterfd2,0.8724,0.499,0.9788,0.821354983
Exosc8,0.4298,0.7205,0.9652,0.885452974
AL591127.1,0.3699,0.6106,0.8573,0.99265391
Olfr1221,0.8303,0.9895,0.9592,0.77247122
V1re13,0.5452,0.5803,0.9323,0.877766647
Olfr506,0.6889,0.5233,0.9412,0.833857829
Sox3,0.163,0.758,0.8826,0.693560766
9630013D21Rik,0.9662,0.8321,0.997,0.910908123
Spred1,0.2363,0.8777,0.6666,0.555719585
Olfr1220,0.9141,0.8855,0.8475,0.992268537
Snx3,0.1233,0.0229,0.0543,0.007628723
Neurog3,0.483,0.1687,0.5965,0.167696084
Olfr466,0.7521,0.7776,0.8941,0.711910372
Dpp7,0.8956,0.8511,0.8278,0.975555509
Lgtn,0.0218,0.0019,0.3321,0.02540071
Arhgef3,0.0536,0.0407,0.1098,0.072769391
Ccl11,0.9615,0.9554,0.9859,0.984747922
1300014I06Rik,0.2554,0.5068,0.2222,0.451436681
Zfp644,0.0929,0.4427,0.1891,0.662392739
Slc25a14,0.3767,0.7238,0.8482,0.976325629
Olfr654,0.9801,0.9398,0.9072,0.974228043
Smyd5,0.8394,0.6764,0.9674,0.866576787
Ndst2,0.9306,0.5712,0.8706,0.485718269
Kcnj15,0.6305,0.5057,0.8446,0.725571957
Ndufaf4,0.1909,0.1748,0.6194,0.576479277
Rab3gap1,0.5789,0.0029,0.4131,0.001500322
RP23-139P14.16,0.7718,0.8033,0.9744,0.993036507
Hsd17b1,0.2326,0.7684,0.6407,0.979601756
Med6,0.6941,0.5425,0.8198,0.542587649
1700057G04Rik,0.8942,0.8333,0.9495,0.826352467
1700040F17Rik,0.7471,0.8418,0.9416,0.697455302
Neurl1B,0.5837,0.7953,0.9232,0.981430418
RP23-139P14.15,0.7718,0.8033,0.9744,0.993036507
Noxo1,0.1966,0.2114,0.2464,0.246302317
Fam115a,0.9194,0.758,0.7571,0.865230885
Tbx21,0.8754,0.8709,0.9362,0.858030065
Mlst8,0.9893,0.4733,0.8475,0.846042399
Klhl7,0.0252,0.0064,0.1837,0.040396276
Dync1i2,0.0279,0.0018,0.1539,0.007005831
Nkx2-3,0.6594,0.4884,0.022,0.494232233
Olfr1295,0.9209,0.5786,0.924,0.678169239
Nebl,0.8092,0.144,0.8097,0.750136482
Olfr504,0.0393,0.7668,0.5528,0.640770996
Enam,0.3627,0.0849,0.8713,0.911607793
Pcdhb16,0.9091,0.5974,0.661,0.948889126
Wfikkn2,0.4215,0.5794,0.4683,0.658788119
Nucks1,0.3189,0.8558,0.5239,0.97485904
Bhlhe41,0.6176,0.963,0.6268,0.943301936
Polrmt,0.7723,0.5423,0.8773,0.678169239
Olfr1383,0.7044,0.9005,0.8473,0.860822058
Mtap7d1,0.8355,0.2273,0.7653,0.157894744
RP23-139P14.14,0.7718,0.8033,0.9744,0.993036507
Olfr1219,0.9792,0.9894,0.9784,0.96723332
Lrrk1,5.90820913633047E-5,5.22505440226627E-5,0.0075,0.008550863
Dennd2a,0.5106,0.7923,0.8364,0.992489269
Krt222,0.9987,0.3605,0.8077,0.772599725
Kcnj5,0.8978,0.4605,0.4826,0.120485141
Maf,0.9841,0.7677,0.9131,0.936413071
Gng8,0.2359,0.5091,0.4948,0.792588777
Trim31,0.2798,0.6304,0.9237,0.888818257
Oaz2,0.3641,0.1063,0.6912,0.269614384
Wfdc3,0.3699,0.6106,0.8573,0.99265391
Tob1,0.6812,0.0697,0.1868,0.007468254
AL683828.2,0.7216,0.7965,0.8705,0.739026439
Ccnl1,0.2118,0.499,0.8723,0.504479825
Ppp2r1a,0.7319,0.4506,0.9209,0.976325629
Pou6f2,0.788,0.6099,0.7545,0.560888534
Vtn,0.6524,0.6616,0.8181,0.807611694
Olfr1218,0.9816,0.8201,0.847,0.527873896
Ttc19,0.8701,0.2863,0.9929,0.155155218
Agxt2l2,0.9915,0.0316,0.6598,0.201752423
RP23-370H21.10,0.0867,0.7128,0.2953,0.42966352
Impad1,0.4085,0.0133,0.8454,0.052787217
Ereg,0.9411,0.5263,0.98,0.646076385
Dsg3,0.8488,0.7457,0.8858,0.306041021
Pcdhb15,0.6981,0.8433,0.9424,0.649689566
Nmnat3,0.8189,0.5891,0.9672,0.455991276
Hspb11,0.894,0.9194,0.883,0.974934447
Sap18,0.592,0.579,0.9579,0.961919987
Fas,0.5107,0.3985,0.9527,0.891450275
2610303G11Rik,0.8816,0.5529,0.8814,0.197686736
2610024B07Rik,0.8443,0.7052,0.7907,0.864642159
Mrps14,0.9538,0.7366,0.8702,0.610722375
AC121113.2,0.2402,0.0993,0.9301,0.72086208
Olfr1514,0.8768,0.2608,0.9564,0.226890976
Ncan,0.6924,0.2658,0.191,0.033085872
Aplp1,0.6419,0.6746,0.7618,0.686203022
Ankra2,0.6007,0.3934,0.7578,0.542069099
